"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2013-11-01,"Primary Producer Price Index","Processed Moon Materials",1.147441,2205855182167.03,0.010421
2013-11-01,"Primary Producer Price Index","Raw Moon Materials",1.20405,6669799786063.83,0.04361
2013-11-01,"Primary Producer Price Index","Reaction",1.121634,10120224764.8399,0.000039
2013-11-01,"Primary Producer Price Index","Reactions",0.957154,39751696132.7139,-0.000054
2013-11-01,"Primary Producer Price Index","Sleeper relics",1.100766,480029313396.834,0.001549
2013-11-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.464035,13268595266.594,0.000214
2013-11-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.00636,2910516532865.76,0.000643
2013-11-01,"Secondary Producer Price Index","Blueprints",1.000719,5009141148338.49,0.000125
2013-11-01,"Secondary Producer Price Index","Boosters",1.342458,10662579581.2973,0.000126
2013-11-01,"Secondary Producer Price Index","Capital Ship Components",0.992337,341795895748.346,-0.000091
2013-11-01,"Secondary Producer Price Index","Commodity",0.983162,1974768307129.51,-0.001155
2013-11-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.2887,2393732578628.06,0.024024
2013-11-01,"Secondary Producer Price Index","Planetary Commodities",0.988688,204505323233.291,-0.00008
2013-11-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.035896,3074870826825.99,0.003837
2013-11-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.13711,2162781584229.13,0.010309
2013-11-01,"Secondary Producer Price Index","Salvaged materials",0.969178,7660314260996.19,-0.008208
2013-11-01,"Secondary Producer Price Index","Starbase structures",1.059497,789385209839.19,0.001632
2013-11-01,"Secondary Producer Price Index","Station components",0.207629,197849999.9875,-0.000005
2013-11-01,"Secondary Producer Price Index","Tech II construction components",1.089927,2107683730135.28,0.006589
2013-11-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.025469,111267318334.555,0.000098
2013-12-01,"Consumer Price Index","Ammo",1.021308,8719781907773.61,0.000714
2013-12-01,"Consumer Price Index","Apparel",1.033563,1205155451778.49,0.000155
2013-12-01,"Consumer Price Index","Boosters",1.006234,490343281086.978,0.000011
2013-12-01,"Consumer Price Index","Commodity",0.999096,15353861834526.6,-0.000053
2013-12-01,"Consumer Price Index","Complimentary ships",0.978112,87658829272.2844,-0.000007
2013-12-01,"Consumer Price Index","Drone",1.290895,1965397167.315,0.000002
2013-12-01,"Consumer Price Index","Drones",0.980774,3713320739776.2,-0.000274
2013-12-01,"Consumer Price Index","Faction Ships",0.958506,20941689511376.4,-0.003341
2013-12-01,"Consumer Price Index","Ice Products",1.007241,9160507965207.81,0.000255
2013-12-01,"Consumer Price Index","Implants",1.003329,23479927141338.8,0.0003
2013-12-01,"Consumer Price Index","Insignias",0.971095,2898674473130.44,-0.000322
2013-12-01,"Consumer Price Index","Orbitals",0.864699,814900448991.5,-0.000423
2013-12-01,"Consumer Price Index","Planetary Infrastructure",1.028391,36222587787.042,0.000003
2013-12-01,"Consumer Price Index","POS Fuel",0.992382,6568488450653.75,-0.000192
2013-12-01,"Consumer Price Index","Scripts",0.934051,11526457263.212,-0.000002
2013-12-01,"Consumer Price Index","Security Tags",0.9792,685186889727.297,-0.000054
2013-12-01,"Consumer Price Index","Skills",1.005893,14490263593776,0.000328
2013-12-01,"Consumer Price Index","Sovereignty Structures",1.058593,408938676998.478,0.000092
2013-12-01,"Consumer Price Index","Starbase structures",0.871612,5404430681226.4,-0.002668
2013-12-01,"Consumer Price Index","Tech I modules",1.000716,48555002258616.1,0.000133
2013-12-01,"Consumer Price Index","Tech I Rigs",0.905537,6234934115189.18,-0.002264
2013-12-01,"Consumer Price Index","Tech I ships",1.00267,29115438595281.6,0.000298
2013-12-01,"Consumer Price Index","Tech II modules",1.01317,13002476514591.4,0.000658
2013-12-01,"Consumer Price Index","Tech II Rigs",0.996921,5321643694714.84,-0.000063
2013-12-01,"Consumer Price Index","Tech II ships",1.001216,33223908485275,0.000155
2013-12-01,"Consumer Price Index","Tech III ships",0.897155,3780535760215.61,-0.001495
2013-12-01,"Consumer Price Index","Tech III subsystems",0.939696,6333164009175.58,-0.001468
2013-12-01,"Mineral Price Index","High-End Minerals",1.03024,6477099939044.01,0.008953
2013-12-01,"Mineral Price Index","Low-End Minerals",0.998361,15400122630810.9,-0.001153
2013-12-01,"Primary Producer Price Index","Advanced Moon Materials",1.017007,13552799379748,0.00703
2013-12-01,"Primary Producer Price Index","Alloys & Compounds",0.999366,6036657370.2831,0
2013-12-01,"Primary Producer Price Index","Blueprints",1.033775,17947473368.4465,0.000018
2013-12-01,"Primary Producer Price Index","Commodity",1.08763,242788418511.442,0.000648
2013-12-01,"Primary Producer Price Index","Datacores",1.014894,1416346448576.59,0.000643
2013-12-01,"Primary Producer Price Index","Decryptors",0.828259,646759599115.205,-0.003388
2013-12-01,"Primary Producer Price Index","Hybrid polymers",0.964926,864386383715.804,-0.000924
2013-12-01,"Primary Producer Price Index","Ice",0.994106,1559231894538.16,-0.00028
2013-12-01,"Primary Producer Price Index","Ore",1.009092,2488236841803.74,0.00069
2013-12-01,"Primary Producer Price Index","Planetary Processed Materials",0.903583,521271273456.527,-0.001533
2013-12-01,"Primary Producer Price Index","Planetary Raw Materials",0.895759,46746587718.8313,-0.000148
2013-12-01,"Primary Producer Price Index","Planetary Refined Commodities",0.993807,535540311280.165,-0.000101
2013-12-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.824154,517103481909.306,-0.002773
2013-12-01,"Primary Producer Price Index","Processed Moon Materials",1.108086,2458356646227.48,0.008105
2013-12-01,"Primary Producer Price Index","Raw Moon Materials",1.152646,7502940051145.43,0.034936
2013-12-01,"Primary Producer Price Index","Reaction",0.804149,7521637138.7653,-0.000044
2013-12-01,"Primary Producer Price Index","Reactions",0.977927,32149537196.3437,-0.000021
2013-12-01,"Primary Producer Price Index","Sleeper relics",0.911075,366180407518.672,-0.000993
2013-12-01,"Secondary Producer Price Index","Advanced Capital Construction Components",0.802267,15823582454.9488,-0.000104
2013-12-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.925316,2846396746471.47,-0.007123
2013-12-01,"Secondary Producer Price Index","Blueprints",1.001969,5741131997574.57,0.000378
2013-12-01,"Secondary Producer Price Index","Boosters",1.178654,18139824569.7723,0.000108
2013-12-01,"Secondary Producer Price Index","Capital Ship Components",1.077062,373456893371.86,0.000964
2013-12-01,"Secondary Producer Price Index","Commodity",0.974101,1865105162452.85,-0.001618
2013-12-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.805114,2879562676699.58,-0.018804
2013-12-01,"Secondary Producer Price Index","Planetary Commodities",1.000547,201441540320.39,0.000003
2013-12-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.940343,3009814466656.72,-0.006016
2013-12-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.917798,2214022862376.09,-0.006098
2013-12-01,"Secondary Producer Price Index","Salvaged materials",0.921307,7569682318398.03,-0.01996
2013-12-01,"Secondary Producer Price Index","Starbase structures",0.973571,690115157740.103,-0.000611
2013-12-01,"Secondary Producer Price Index","Station components",0.975652,8054344548.1885,-0.000006
2013-12-01,"Secondary Producer Price Index","Tech II construction components",1.015865,2313009566994,0.001229
2013-12-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.986313,97416016321.1429,-0.000044
2014-01-01,"Consumer Price Index","Ammo",0.965188,8206983789973.6,-0.001126
2014-01-01,"Consumer Price Index","Apparel",1.016278,1158271930781.87,0.000074
2014-01-01,"Consumer Price Index","Boosters",1.070657,499458491635.82,0.000139
2014-01-01,"Consumer Price Index","Commodity",0.997928,15758219237558.4,-0.000128
2014-01-01,"Consumer Price Index","Complimentary ships",0.954601,84290269595.3067,-0.000015
2014-01-01,"Consumer Price Index","Drone",0.830799,1874586336.9155,-0.000001
2014-01-01,"Consumer Price Index","Drones",0.995567,3425129671325.09,-0.000059
2014-01-01,"Consumer Price Index","Faction Ships",0.968475,20252115303395.2,-0.002516
2014-01-01,"Consumer Price Index","Ice Products",1.056113,8953318998119.87,0.00198
2014-01-01,"Consumer Price Index","Implants",0.993634,22999881792321.6,-0.000577
2014-01-01,"Consumer Price Index","Insignias",0.986112,3041678391046.59,-0.000166
2014-01-01,"Consumer Price Index","Orbitals",0.94021,301185580091.031,-0.00007
2014-01-01,"Consumer Price Index","Planetary Infrastructure",1.001007,36093049972.0677,0
2014-01-01,"Consumer Price Index","POS Fuel",1.023448,6758779486316.95,0.000624
2014-01-01,"Consumer Price Index","Scripts",1.058404,15113077406.9283,0.000003
2014-01-01,"Consumer Price Index","Security Tags",1.0136,735350768741.783,0.000039
2014-01-01,"Consumer Price Index","Skills",0.997457,14529808572872.4,-0.000145
2014-01-01,"Consumer Price Index","Sovereignty Structures",0.938073,349394831597.521,-0.000085
2014-01-01,"Consumer Price Index","Starbase structures",0.92332,5686891603019.51,-0.001719
2014-01-01,"Consumer Price Index","Tech I modules",0.98733,48919185044476.5,-0.002443
2014-01-01,"Consumer Price Index","Tech I Rigs",0.951077,5872939969108.76,-0.001132
2014-01-01,"Consumer Price Index","Tech I ships",1.028207,27564686851430.6,0.003065
2014-01-01,"Consumer Price Index","Tech II modules",1.002655,13144642002882.9,0.000137
2014-01-01,"Consumer Price Index","Tech II Rigs",0.942302,5188950694711.73,-0.00118
2014-01-01,"Consumer Price Index","Tech II ships",0.990979,31048811899095.6,-0.001104
2014-01-01,"Consumer Price Index","Tech III ships",0.999902,3411286978621.34,-0.000001
2014-01-01,"Consumer Price Index","Tech III subsystems",0.898049,5724134572366.97,-0.0023
2014-01-01,"Mineral Price Index","High-End Minerals",1.015188,5922897316842.67,0.004119
2014-01-01,"Mineral Price Index","Low-End Minerals",1.051822,15914946397784.5,0.037766
2014-01-01,"Primary Producer Price Index","Advanced Moon Materials",0.978313,12751246728928.1,-0.009051
2014-01-01,"Primary Producer Price Index","Alloys & Compounds",1.294904,12570265147.5273,0.000121
2014-01-01,"Primary Producer Price Index","Blueprints",1.004348,12279467270.1017,0.000001
2014-01-01,"Primary Producer Price Index","Commodity",1.088039,280811676275.22,0.000809
2014-01-01,"Primary Producer Price Index","Datacores",0.941754,1395654128665.65,-0.00266
2014-01-01,"Primary Producer Price Index","Decryptors",0.99022,695511995789.237,-0.000222
2014-01-01,"Primary Producer Price Index","Hybrid polymers",0.395553,342271085730.117,-0.006771
2014-01-01,"Primary Producer Price Index","Ice",1.031708,1595310478572.08,0.001655
2014-01-01,"Primary Producer Price Index","Ore",1.028587,2754464334011.37,0.002577
2014-01-01,"Primary Producer Price Index","Planetary Processed Materials",1.015796,535718236235.594,0.000276
2014-01-01,"Primary Producer Price Index","Planetary Raw Materials",1.037317,42420933193.4368,0.000051
2014-01-01,"Primary Producer Price Index","Planetary Refined Commodities",0.965056,513958036584.581,-0.000587
2014-01-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.939796,413861486618.436,-0.000815
2014-01-01,"Primary Producer Price Index","Processed Moon Materials",0.929027,2049976502647.21,-0.004761
2014-01-01,"Primary Producer Price Index","Raw Moon Materials",0.971725,6744475787723.27,-0.006241
2014-01-01,"Primary Producer Price Index","Reaction",1.082712,6067254386.7405,0.000016
2014-01-01,"Primary Producer Price Index","Reactions",0.914407,30132076988.2579,-0.000084
2014-01-01,"Primary Producer Price Index","Sleeper relics",0.866425,376371859827.81,-0.001645
2014-01-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.302441,16108747751.9015,0.000172
2014-01-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.980116,2634400442588.79,-0.001852
2014-01-01,"Secondary Producer Price Index","Blueprints",0.998305,5518175554542.97,-0.00033
2014-01-01,"Secondary Producer Price Index","Boosters",1.002462,12269685639.3092,0.000001
2014-01-01,"Secondary Producer Price Index","Capital Ship Components",1.037524,410257420926.208,0.000544
2014-01-01,"Secondary Producer Price Index","Commodity",1.003617,2016651264154.1,0.000257
2014-01-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.910928,2133920719326.35,-0.006721
2014-01-01,"Secondary Producer Price Index","Planetary Commodities",0.971848,190843112340.692,-0.000189
2014-01-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.967216,2726003728940,-0.00316
2014-01-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.996414,1856620739482.09,-0.000235
2014-01-01,"Secondary Producer Price Index","Salvaged materials",0.986909,7746312960402.42,-0.003585
2014-01-01,"Secondary Producer Price Index","Starbase structures",1.00662,666027159058.301,0.000155
2014-01-01,"Secondary Producer Price Index","Station components",0.578331,12329063585.4063,-0.000183
2014-01-01,"Secondary Producer Price Index","Tech II construction components",1.001515,2233376349080.16,0.000119
2014-01-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.983549,106766112815.537,-0.000062
2014-02-01,"Consumer Price Index","Ammo",0.971963,8388846528885.92,-0.000914
2014-02-01,"Consumer Price Index","Apparel",1.028697,1032071786996.1,0.000115
2014-02-01,"Consumer Price Index","Boosters",0.918104,506236756679.708,-0.000161
2014-02-01,"Consumer Price Index","Commodity",0.999175,15585196594331.8,-0.000049
2014-02-01,"Consumer Price Index","Complimentary ships",0.832089,76054746209.0009,-0.000049
2014-02-01,"Consumer Price Index","Drone",1.063096,1854404963.2136,0
2014-02-01,"Consumer Price Index","Drones",0.976174,3473034067857.97,-0.000321
2014-02-01,"Consumer Price Index","Faction Ships",0.978909,20013491584687.4,-0.001641
2014-02-01,"Consumer Price Index","Ice Products",1.076474,10327751544882.6,0.003071
2014-02-01,"Consumer Price Index","Implants",0.974057,23724791063864.6,-0.002393
2014-02-01,"Consumer Price Index","Insignias",0.988747,3070779335298.38,-0.000134
2014-02-01,"Consumer Price Index","Orbitals",0.929713,211687577567.558,-0.000057
2014-02-01,"Consumer Price Index","Planetary Infrastructure",0.994583,34530969996.0239,0
2014-02-01,"Consumer Price Index","POS Fuel",1.023841,6920830996893.37,0.000641
2014-02-01,"Consumer Price Index","Scripts",1.083971,17900213257.561,0.000005
2014-02-01,"Consumer Price Index","Security Tags",1.018713,835278104058.99,0.00006
2014-02-01,"Consumer Price Index","Skills",0.991977,14644633356408.7,-0.000456
2014-02-01,"Consumer Price Index","Sovereignty Structures",0.860481,379107631117.284,-0.000205
2014-02-01,"Consumer Price Index","Starbase structures",0.94454,5691461515698.54,-0.001227
2014-02-01,"Consumer Price Index","Tech I modules",0.97913,48469182891951.7,-0.003933
2014-02-01,"Consumer Price Index","Tech I Rigs",0.977886,6440892727014.44,-0.000553
2014-02-01,"Consumer Price Index","Tech I ships",1.036159,29454152758381.2,0.004141
2014-02-01,"Consumer Price Index","Tech II modules",0.980299,13374112986120.4,-0.001024
2014-02-01,"Consumer Price Index","Tech II Rigs",0.959983,5243616535296.18,-0.000815
2014-02-01,"Consumer Price Index","Tech II ships",0.978753,30412993934816.6,-0.002512
2014-02-01,"Consumer Price Index","Tech III ships",0.936549,3222439566007.35,-0.000795
2014-02-01,"Consumer Price Index","Tech III subsystems",0.96862,5624728025249.06,-0.000686
2014-02-01,"Mineral Price Index","High-End Minerals",1.004823,6281848181545.41,0.001223
2014-02-01,"Mineral Price Index","Low-End Minerals",1.033833,18483393416389.9,0.025251
2014-02-01,"Primary Producer Price Index","Advanced Moon Materials",0.983866,12717717343205.6,-0.006735
2014-02-01,"Primary Producer Price Index","Alloys & Compounds",0.626447,21355047220.5851,-0.000261
2014-02-01,"Primary Producer Price Index","Blueprints",0.94323,11772998240.4851,-0.000021
2014-02-01,"Primary Producer Price Index","Commodity",0.908725,251273763505.533,-0.000752
2014-02-01,"Primary Producer Price Index","Datacores",0.981736,1545641084163.36,-0.000926
2014-02-01,"Primary Producer Price Index","Decryptors",1.006043,740885254611.618,0.000146
2014-02-01,"Primary Producer Price Index","Hybrid polymers",0.248264,237937475145.936,-0.005871
2014-02-01,"Primary Producer Price Index","Ice",1.082654,1910217295625.78,0.005183
2014-02-01,"Primary Producer Price Index","Ore",0.939955,2986089781278.63,-0.005886
2014-02-01,"Primary Producer Price Index","Planetary Processed Materials",0.974581,507632823534.708,-0.000423
2014-02-01,"Primary Producer Price Index","Planetary Raw Materials",0.927096,35883668539.8247,-0.000085
2014-02-01,"Primary Producer Price Index","Planetary Refined Commodities",0.895981,473916851317.661,-0.001618
2014-02-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.863937,402141240093.77,-0.001796
2014-02-01,"Primary Producer Price Index","Processed Moon Materials",0.982505,1989877737830.86,-0.001142
2014-02-01,"Primary Producer Price Index","Raw Moon Materials",0.937932,6218386292429.7,-0.01267
2014-02-01,"Primary Producer Price Index","Reaction",0.7876,8031016957.7724,-0.000055
2014-02-01,"Primary Producer Price Index","Reactions",1.022947,35111739641.9484,0.000026
2014-02-01,"Primary Producer Price Index","Sleeper relics",0.842161,368112507175.797,-0.001907
2014-02-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.236954,19913738403.441,0.000166
2014-02-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.879995,2459046787778.14,-0.010419
2014-02-01,"Secondary Producer Price Index","Blueprints",0.999991,6191071987090.37,-0.000001
2014-02-01,"Secondary Producer Price Index","Boosters",0.910514,9088846645.2278,-0.000028
2014-02-01,"Secondary Producer Price Index","Capital Ship Components",0.974724,440781640701.781,-0.000393
2014-02-01,"Secondary Producer Price Index","Commodity",0.992806,2005190640084.14,-0.000509
2014-02-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.912242,2116801649202.6,-0.006559
2014-02-01,"Secondary Producer Price Index","Planetary Commodities",0.915904,163493435274.32,-0.000485
2014-02-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.963874,2596029776721.44,-0.003311
2014-02-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.951806,1820242847346.73,-0.003097
2014-02-01,"Secondary Producer Price Index","Salvaged materials",0.981786,7840573818490.32,-0.005042
2014-02-01,"Secondary Producer Price Index","Starbase structures",1.006997,693360022341.4,0.000171
2014-02-01,"Secondary Producer Price Index","Station components",0.242851,1641999668.96,-0.000043
2014-02-01,"Secondary Producer Price Index","Tech II construction components",0.948934,1873318662524.24,-0.003377
2014-02-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.888078,90455153517.9263,-0.000357
2014-03-01,"Consumer Price Index","Ammo",0.9784,8111960001857.88,-0.000697
2014-03-01,"Consumer Price Index","Apparel",1.00588,814968390412.072,0.000019
2014-03-01,"Consumer Price Index","Boosters",0.98346,417262043151.743,-0.000027
2014-03-01,"Consumer Price Index","Commodity",0.999908,14196451307790,-0.000005
2014-03-01,"Consumer Price Index","Complimentary ships",1.196601,83200617296.2148,0.000065
2014-03-01,"Consumer Price Index","Drone",1.108938,2135057222.2925,0
2014-03-01,"Consumer Price Index","Drones",0.976575,3011099739530.73,-0.00028
2014-03-01,"Consumer Price Index","Faction Ships",1.003458,20388713801168,0.00028
2014-03-01,"Consumer Price Index","Ice Products",1.071935,11191589363158.7,0.003204
2014-03-01,"Consumer Price Index","Implants",0.978684,22217889761003.8,-0.001885
2014-03-01,"Consumer Price Index","Insignias",0.999511,3377418036288.23,-0.000006
2014-03-01,"Consumer Price Index","Orbitals",1.034716,197227791213.773,0.000027
2014-03-01,"Consumer Price Index","Planetary Infrastructure",0.998203,35179152102.6745,0
2014-03-01,"Consumer Price Index","POS Fuel",1.031754,6773385652554.39,0.000856
2014-03-01,"Consumer Price Index","Scripts",0.796407,11309010987.2353,-0.000009
2014-03-01,"Consumer Price Index","Security Tags",0.958148,734875131100.348,-0.000122
2014-03-01,"Consumer Price Index","Skills",0.995722,14179909870570.3,-0.000241
2014-03-01,"Consumer Price Index","Sovereignty Structures",1.026025,184741101623.26,0.000019
2014-03-01,"Consumer Price Index","Starbase structures",0.954584,5763604205861.5,-0.001041
2014-03-01,"Consumer Price Index","Tech I modules",0.983151,48330284690553.9,-0.003241
2014-03-01,"Consumer Price Index","Tech I Rigs",0.935566,5545597445930.17,-0.001422
2014-03-01,"Consumer Price Index","Tech I ships",1.016531,29394920627414.5,0.001934
2014-03-01,"Consumer Price Index","Tech II modules",0.993664,12961165296020.3,-0.000326
2014-03-01,"Consumer Price Index","Tech II Rigs",0.970741,5142074329399.94,-0.000598
2014-03-01,"Consumer Price Index","Tech II ships",0.998572,29701323996753,-0.000168
2014-03-01,"Consumer Price Index","Tech III ships",0.97336,3110337761899.02,-0.000329
2014-03-01,"Consumer Price Index","Tech III subsystems",0.945085,5339356814131.3,-0.001167
2014-03-01,"Mineral Price Index","High-End Minerals",0.996006,6816498639365.36,-0.001118
2014-03-01,"Mineral Price Index","Low-End Minerals",0.986109,17529439136361,-0.010001
2014-03-01,"Primary Producer Price Index","Advanced Moon Materials",0.992714,11733548208671.3,-0.002828
2014-03-01,"Primary Producer Price Index","Alloys & Compounds",0.749527,5845876345.0253,-0.000048
2014-03-01,"Primary Producer Price Index","Blueprints",0.9893,15506957422.0135,-0.000005
2014-03-01,"Primary Producer Price Index","Commodity",0.993687,253470170021.362,-0.000052
2014-03-01,"Primary Producer Price Index","Datacores",0.982547,1374535201216.34,-0.000793
2014-03-01,"Primary Producer Price Index","Decryptors",1.031564,728567131739.579,0.00076
2014-03-01,"Primary Producer Price Index","Hybrid polymers",0.951564,786533701713.544,-0.00126
2014-03-01,"Primary Producer Price Index","Ice",1.064764,2138525445567.85,0.004582
2014-03-01,"Primary Producer Price Index","Ore",0.968916,3019291809496.07,-0.003105
2014-03-01,"Primary Producer Price Index","Planetary Processed Materials",0.977265,479180074543.228,-0.00036
2014-03-01,"Primary Producer Price Index","Planetary Raw Materials",0.851697,31567114303.8897,-0.000154
2014-03-01,"Primary Producer Price Index","Planetary Refined Commodities",0.897264,358680846755.87,-0.001219
2014-03-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.955435,345308604325.168,-0.000509
2014-03-01,"Primary Producer Price Index","Processed Moon Materials",1.019448,1801403646250.65,0.001159
2014-03-01,"Primary Producer Price Index","Raw Moon Materials",1.097256,6809586521021.98,0.021911
2014-03-01,"Primary Producer Price Index","Reaction",0.878817,6230801758.5596,-0.000024
2014-03-01,"Primary Producer Price Index","Reactions",1.000127,31255608699.1379,0
2014-03-01,"Primary Producer Price Index","Sleeper relics",0.877325,306485553626.636,-0.001243
2014-03-01,"Secondary Producer Price Index","Advanced Capital Construction Components",0.77239,11201269211.0865,-0.000097
2014-03-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.041462,2351776544427.42,0.003723
2014-03-01,"Secondary Producer Price Index","Blueprints",1.003596,5967120471744.33,0.000819
2014-03-01,"Secondary Producer Price Index","Boosters",1.505545,16503201322.2864,0.000318
2014-03-01,"Secondary Producer Price Index","Capital Ship Components",1.012536,371316637949.568,0.000177
2014-03-01,"Secondary Producer Price Index","Commodity",0.9977,1798221509874.29,-0.000157
2014-03-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.962693,1750000003326.67,-0.002492
2014-03-01,"Secondary Producer Price Index","Planetary Commodities",0.996096,152986318425.568,-0.000022
2014-03-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.976592,2322986472758.33,-0.002076
2014-03-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.960733,1460114326078.36,-0.002189
2014-03-01,"Secondary Producer Price Index","Salvaged materials",0.950396,7180897032445.14,-0.013601
2014-03-01,"Secondary Producer Price Index","Starbase structures",0.936057,663400962407.843,-0.001619
2014-03-01,"Secondary Producer Price Index","Station components",0.394312,486187489.0193,-0.000011
2014-03-01,"Secondary Producer Price Index","Tech II construction components",1.012618,2100708233954.33,0.001012
2014-03-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.978312,41184282159.2355,-0.000034
2014-04-01,"Consumer Price Index","Ammo",0.971202,8558233887401.94,-0.000971
2014-04-01,"Consumer Price Index","Apparel",1.095244,886519141467.51,0.000332
2014-04-01,"Consumer Price Index","Boosters",1.042126,415846244877.325,0.000069
2014-04-01,"Consumer Price Index","Commodity",0.999994,14630895161209.9,0
2014-04-01,"Consumer Price Index","Complimentary ships",0.81563,61636978832.3301,-0.000044
2014-04-01,"Consumer Price Index","Drone",0.950648,1620818543.961,0
2014-04-01,"Consumer Price Index","Drones",0.995898,2941358015744.25,-0.000047
2014-04-01,"Consumer Price Index","Faction Ships",1.017163,20506303404022.2,0.001386
2014-04-01,"Consumer Price Index","Ice Products",1.021958,11136227293241.7,0.000963
2014-04-01,"Consumer Price Index","Implants",0.99706,22402097809727.4,-0.000259
2014-04-01,"Consumer Price Index","Insignias",0.966067,3159930790780.27,-0.000422
2014-04-01,"Consumer Price Index","Officer Modules",5.727272,2100000000,0.000039
2014-04-01,"Consumer Price Index","Orbitals",0.971248,203932472412.94,-0.000023
2014-04-01,"Consumer Price Index","Planetary Infrastructure",1.081677,38879816512.6329,0.000012
2014-04-01,"Consumer Price Index","POS Fuel",1.019399,7453063383518.26,0.000569
2014-04-01,"Consumer Price Index","Scripts",0.902116,15011796575.0945,-0.000005
2014-04-01,"Consumer Price Index","Security Tags",1.020864,800988475576.083,0.000065
2014-04-01,"Consumer Price Index","Skills",0.997265,14059558035390.3,-0.000151
2014-04-01,"Consumer Price Index","Sovereignty Structures",0.94477,223877247727.315,-0.000048
2014-04-01,"Consumer Price Index","Special Edition Ships",0.86995,413266407235.019,-0.000211
2014-04-01,"Consumer Price Index","Starbase structures",0.981327,5655789565319.33,-0.000416
2014-04-01,"Consumer Price Index","Tech I modules",0.986992,48215023134959.7,-0.002471
2014-04-01,"Consumer Price Index","Tech I Rigs",0.973273,5754550328537.65,-0.000606
2014-04-01,"Consumer Price Index","Tech I ships",1.012107,29329166525209.1,0.001399
2014-04-01,"Consumer Price Index","Tech II modules",0.947417,12935982153543.2,-0.00268
2014-04-01,"Consumer Price Index","Tech II Rigs",0.953043,5315620236461.19,-0.000983
2014-04-01,"Consumer Price Index","Tech II ships",0.989062,30258180646506.5,-0.001304
2014-04-01,"Consumer Price Index","Tech III ships",0.95557,3115879418172.06,-0.000545
2014-04-01,"Consumer Price Index","Tech III subsystems",0.985898,5283241714166.99,-0.000293
2014-04-01,"Mineral Price Index","High-End Minerals",1.014067,6717758072218.97,0.00376
2014-04-01,"Mineral Price Index","Low-End Minerals",1.026516,18412421961002.9,0.019427
2014-04-01,"Primary Producer Price Index","Advanced Moon Materials",0.998611,12571235062736.1,-0.000556
2014-04-01,"Primary Producer Price Index","Alloys & Compounds",1.530399,11157025416.9668,0.000188
2014-04-01,"Primary Producer Price Index","Blueprints",0.978747,10254575273.1366,-0.000006
2014-04-01,"Primary Producer Price Index","Commodity",0.943563,237366904920.78,-0.000427
2014-04-01,"Primary Producer Price Index","Datacores",0.975939,1393590742409,-0.001069
2014-04-01,"Primary Producer Price Index","Decryptors",1.071598,797524812880.992,0.00182
2014-04-01,"Primary Producer Price Index","Hybrid polymers",0.960355,779883373524.164,-0.000985
2014-04-01,"Primary Producer Price Index","Ice",1.025646,2401372120044.13,0.001963
2014-04-01,"Primary Producer Price Index","Ore",0.979839,3130038250228.97,-0.002011
2014-04-01,"Primary Producer Price Index","Planetary Processed Materials",0.97323,470195352051.634,-0.000401
2014-04-01,"Primary Producer Price Index","Planetary Raw Materials",1.056367,40212850677.1727,0.000072
2014-04-01,"Primary Producer Price Index","Planetary Refined Commodities",0.999916,376106749067.757,-0.000001
2014-04-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.021061,347170066843.527,0.000233
2014-04-01,"Primary Producer Price Index","Processed Moon Materials",0.977196,1789188894289.74,-0.0013
2014-04-01,"Primary Producer Price Index","Raw Moon Materials",0.961453,6707860243349.48,-0.008243
2014-04-01,"Primary Producer Price Index","Reaction",1.369127,7107568247.6376,0.000083
2014-04-01,"Primary Producer Price Index","Reactions",1.056957,35695778779.8245,0.000064
