"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2019-09-01,"Consumer Price Index","Security Tags",0.900919,395268597916.454,-0.000094
2019-09-01,"Consumer Price Index","Services",0.985244,7282580816274.68,-0.000258
2019-09-01,"Consumer Price Index","Skills",1.029968,10647132087976.4,0.000768
2019-09-01,"Consumer Price Index","SKINs",0.982473,3018223253698.63,-0.000127
2019-09-01,"Consumer Price Index","Sovereignty Structures",0.956398,82511078666.8059,-0.000008
2019-09-01,"Consumer Price Index","Starbase structures",0.959997,1553480007534.76,-0.000149
2019-09-01,"Consumer Price Index","Structure",0.967687,3081434863923.85,-0.000239
2019-09-01,"Consumer Price Index","Structure Module",0.999156,2465929018382.01,-0.000005
2019-09-01,"Consumer Price Index","Subsystem",0.888846,2697272282431.79,-0.000722
2019-09-01,"Consumer Price Index","Tech I modules",0.951964,59308118119862.2,-0.006863
2019-09-01,"Consumer Price Index","Tech I Rigs",0.978089,4127523106597.39,-0.000217
2019-09-01,"Consumer Price Index","Tech I ships",0.977992,19926274408198.1,-0.001056
2019-09-01,"Consumer Price Index","Tech II modules",0.993156,15434216261434.9,-0.000254
2019-09-01,"Consumer Price Index","Tech II Rigs",0.958038,11543276279872.6,-0.001166
2019-09-01,"Consumer Price Index","Tech II ships",0.93989,22424669493673.1,-0.003247
2019-09-01,"Consumer Price Index","Tech III ships",0.938753,2851762845456.3,-0.00042
2019-09-01,"Mineral Price Index","High-End Minerals",0.930459,2277665910210.15,-0.022114
2019-09-01,"Mineral Price Index","Low-End Minerals",0.94603,4884681737271.88,-0.036807
2019-09-01,"Primary Producer Price Index","Advanced Moon Materials",0.988207,7422262890209.93,-0.00292
2019-09-01,"Primary Producer Price Index","Alloys & Compounds",1.268773,216432571.1665,0.000001
2019-09-01,"Primary Producer Price Index","Asteroid",0.899017,1767104587492.65,-0.005953
2019-09-01,"Primary Producer Price Index","Blueprint",0.980306,320292689068.992,-0.00021
2019-09-01,"Primary Producer Price Index","Blueprints",0.991819,12494444444.4436,-0.000003
2019-09-01,"Primary Producer Price Index","Commodity",0.958914,218777945981.064,-0.000299
2019-09-01,"Primary Producer Price Index","Datacores",0.991475,1090477519768.69,-0.00031
2019-09-01,"Primary Producer Price Index","Decryptors",1.012632,800787922698.583,0.000337
2019-09-01,"Primary Producer Price Index","Hybrid polymers",0.890978,687851007275.63,-0.002502
2019-09-01,"Primary Producer Price Index","Ice",0.972397,2113671097460.71,-0.001946
2019-09-01,"Primary Producer Price Index","Ore",0.950812,4513894022990.77,-0.007408
2019-09-01,"Primary Producer Price Index","Planetary Processed Materials",0.97815,663803103974.861,-0.000483
2019-09-01,"Primary Producer Price Index","Planetary Raw Materials",0.999048,24165898149.8921,0
2019-09-01,"Primary Producer Price Index","Planetary Refined Commodities",0.955276,577783960351.937,-0.000862
2019-09-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.996851,490534189357.779,-0.000051
2019-09-01,"Primary Producer Price Index","Processed Moon Materials",0.983867,798578861991.398,-0.000429
2019-09-01,"Primary Producer Price Index","Raw Moon Materials",0.956717,8330403045901.68,-0.01203
2019-09-01,"Primary Producer Price Index","Sleeper relics",0.999566,138450108899.758,-0.000002
2019-09-01,"Secondary Producer Price Index","Accessories",0.991702,43193447667759.3,-0.004621
2019-09-01,"Secondary Producer Price Index","Advanced Capital Construction Components",0.519449,5409230515.0577,-0.000033
2019-09-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.938205,646193726747.623,-0.000514
2019-09-01,"Secondary Producer Price Index","Blueprint",1.021918,225336480424.725,0.000063
2019-09-01,"Secondary Producer Price Index","Blueprints",1.001676,4196856702569.13,0.00009
2019-09-01,"Secondary Producer Price Index","Boosters",0.968015,9133998103.2436,-0.000003
2019-09-01,"Secondary Producer Price Index","Capital Ship Components",0.938201,170942138886.408,-0.000136
2019-09-01,"Secondary Producer Price Index","Commodity",0.978157,8159284453657.51,-0.002297
2019-09-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.907574,2993803481234.44,-0.003567
2019-09-01,"Secondary Producer Price Index","Planetary Commodities",0.965499,107948781621.862,-0.000048
2019-09-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.958779,1873107749518.29,-0.000995
2019-09-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.957697,1639280552504.98,-0.000894
2019-09-01,"Secondary Producer Price Index","Salvaged materials",0.875994,11560025957258.1,-0.018482
2019-09-01,"Secondary Producer Price Index","Starbase structures",0.919765,845679732566.625,-0.000874
2019-09-01,"Secondary Producer Price Index","Station components",0.979888,71706017164.0446,-0.000018
2019-09-01,"Secondary Producer Price Index","Tech II construction components",0.989698,1833519060551.25,-0.000243
2019-09-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.836883,30601183957.2363,-0.000064
2019-10-01,"Consumer Price Index","Accessories",0.997415,106897832681148,-0.000817
2019-10-01,"Consumer Price Index","Ammo",1.046567,6251560543597.81,0.000861
2019-10-01,"Consumer Price Index","Apparel",0.994944,321237530010.37,-0.000004
2019-10-01,"Consumer Price Index","Boosters",0.978883,904430243478.65,-0.000056
2019-10-01,"Consumer Price Index","Citadels",0.995386,1256544779219,-0.000017
2019-10-01,"Consumer Price Index","Commodity",1.0016,26057130753670.9,0.000123
2019-10-01,"Consumer Price Index","Complimentary ships",1.232894,40448452866.5153,0.000027
2019-10-01,"Consumer Price Index","Drone",1.03827,1769251804390.76,0.0002
2019-10-01,"Consumer Price Index","Drones",1.084895,9976936185510.76,0.002505
2019-10-01,"Consumer Price Index","Faction Ships",1.001843,12142773245244.7,0.000066
2019-10-01,"Consumer Price Index","Fighter",1.000705,172801378453.451,0
2019-10-01,"Consumer Price Index","Ice Products",0.961651,6903882753590.51,-0.000783
2019-10-01,"Consumer Price Index","Implant",0.95231,5345710031191.71,-0.000754
2019-10-01,"Consumer Price Index","Implants",1.050683,17437284858369.7,0.002614
2019-10-01,"Consumer Price Index","Insignias",0.990906,2255278251326.99,-0.00006
2019-10-01,"Consumer Price Index","Officer Modules",0.855879,18053600000.12,-0.000007
2019-10-01,"Consumer Price Index","Orbitals",0.953477,112324715094.249,-0.000015
2019-10-01,"Consumer Price Index","Planetary Infrastructure",1.13972,43970210170.5276,0.000018
2019-10-01,"Consumer Price Index","POS Fuel",0.98507,3032977036558.26,-0.000133
2019-10-01,"Consumer Price Index","Scripts",0.950198,12229233699.0214,-0.000001
2019-10-01,"Consumer Price Index","Security Tags",0.982049,322164400778.906,-0.000017
2019-10-01,"Consumer Price Index","Services",1.008945,6174056702040.22,0.000163
2019-10-01,"Consumer Price Index","Skills",1.083066,7844459796668.86,0.001927
2019-10-01,"Consumer Price Index","SKINs",0.989152,2286202470873.95,-0.000073
2019-10-01,"Consumer Price Index","Sovereignty Structures",0.977815,73483916157.6868,-0.000004
2019-10-01,"Consumer Price Index","Starbase structures",1.009139,1276207693856.13,0.000034
2019-10-01,"Consumer Price Index","Structure",0.917363,2269953303673.52,-0.000554
2019-10-01,"Consumer Price Index","Structure Module",0.956299,1722886490049.07,-0.000222
2019-10-01,"Consumer Price Index","Subsystem",0.890792,1751594335653.75,-0.000565
2019-10-01,"Consumer Price Index","Tech I modules",1.019746,51079272725064.6,0.002983
2019-10-01,"Consumer Price Index","Tech I Rigs",0.978635,3308306917769.7,-0.000209
2019-10-01,"Consumer Price Index","Tech I ships",0.99315,15587737424552.7,-0.000315
2019-10-01,"Consumer Price Index","Tech II modules",1.017031,12943093124529.7,0.000652
2019-10-01,"Consumer Price Index","Tech II Rigs",0.870733,8843743580156.08,-0.003382
2019-10-01,"Consumer Price Index","Tech II ships",0.962422,19552136295261.2,-0.002173
2019-10-01,"Consumer Price Index","Tech III ships",0.877322,2029614792980.44,-0.000736
2019-10-01,"Mineral Price Index","High-End Minerals",0.961229,1820176963288.22,-0.01334
2019-10-01,"Mineral Price Index","Low-End Minerals",0.884926,3469766115442.32,-0.075479
2019-10-01,"Primary Producer Price Index","Advanced Moon Materials",0.923142,5601463109084.02,-0.018669
2019-10-01,"Primary Producer Price Index","Alloys & Compounds",12.466333,1119394633.5652,0.000556
2019-10-01,"Primary Producer Price Index","Asteroid",0.898013,1408516001565.71,-0.006229
2019-10-01,"Primary Producer Price Index","Blueprint",1.002385,246679945437.839,0.000025
2019-10-01,"Primary Producer Price Index","Blueprints",1.012658,16000000000,0.000008
2019-10-01,"Primary Producer Price Index","Commodity",0.738368,144063186749.108,-0.001634
2019-10-01,"Primary Producer Price Index","Datacores",1.04532,1032951048481.97,0.00203
2019-10-01,"Primary Producer Price Index","Decryptors",0.875904,613253328208.613,-0.0033
2019-10-01,"Primary Producer Price Index","Hybrid polymers",0.849644,513636127029.029,-0.003348
2019-10-01,"Primary Producer Price Index","Ice",0.943847,1674105433783.06,-0.004076
2019-10-01,"Primary Producer Price Index","Ore",0.871156,3171647578824.98,-0.01772
2019-10-01,"Primary Producer Price Index","Planetary Processed Materials",0.995218,465671344158.393,-0.000096
2019-10-01,"Primary Producer Price Index","Planetary Raw Materials",0.893506,13514924515.6327,-0.000062
2019-10-01,"Primary Producer Price Index","Planetary Refined Commodities",0.968009,426950812796.502,-0.000592
2019-10-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.041632,444837706150.35,0.000803
2019-10-01,"Primary Producer Price Index","Processed Moon Materials",0.872069,416076312689.985,-0.002308
2019-10-01,"Primary Producer Price Index","Raw Moon Materials",0.854359,6768523383512.09,-0.042747
2019-10-01,"Primary Producer Price Index","Sleeper relics",0.917472,101338812060.518,-0.000362
2019-10-01,"Secondary Producer Price Index","Accessories",0.993638,33458940651974.1,-0.003425
2019-10-01,"Secondary Producer Price Index","Advanced Capital Construction Components",2.209079,16516478376.3062,0.000321
2019-10-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.821977,341756986434.393,-0.000979
2019-10-01,"Secondary Producer Price Index","Blueprint",0.97633,198955319437.479,-0.000075
2019-10-01,"Secondary Producer Price Index","Blueprints",1.006909,3416372232333.21,0.000379
2019-10-01,"Secondary Producer Price Index","Boosters",1.220272,12143453141.8558,0.000043
2019-10-01,"Secondary Producer Price Index","Capital Ship Components",0.946691,119281226462.907,-0.000102
2019-10-01,"Secondary Producer Price Index","Commodity",1.100809,7671187529316.99,0.012445
2019-10-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.043145,2336602579461.81,0.001622
2019-10-01,"Secondary Producer Price Index","Planetary Commodities",1.070673,88348434133.3165,0.0001
2019-10-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.987041,1616172637227.66,-0.000337
2019-10-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.986864,1331641863637.29,-0.000281
2019-10-01,"Secondary Producer Price Index","Salvaged materials",0.912339,9500349921464.71,-0.013403
2019-10-01,"Secondary Producer Price Index","Starbase structures",0.890569,597770118400.108,-0.001052
2019-10-01,"Secondary Producer Price Index","Station components",0.87201,113863727214.847,-0.000234
2019-10-01,"Secondary Producer Price Index","Tech II construction components",0.977169,1284300233555.98,-0.000471
2019-10-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.920246,30384147360.2728,-0.000039
2019-11-01,"Consumer Price Index","Accessories",0.996507,113129060733159,-0.001046
2019-11-01,"Consumer Price Index","Ammo",1.054995,6963799257189.56,0.001014
2019-11-01,"Consumer Price Index","Apparel",0.895424,312894894527.799,-0.000086
2019-11-01,"Consumer Price Index","Boosters",0.984551,978336140660.275,-0.00004
2019-11-01,"Consumer Price Index","Citadels",0.967872,1252077254318.01,-0.000106
2019-11-01,"Consumer Price Index","Commodity",1.000925,35437156653044.6,0.000086
2019-11-01,"Consumer Price Index","Complimentary ships",1.029366,42409631174.73,0.000003
2019-11-01,"Consumer Price Index","Drone",1.079751,2220224294349.28,0.000469
2019-11-01,"Consumer Price Index","Drones",1.027935,12544004982153.2,0.000928
2019-11-01,"Consumer Price Index","Faction Ships",1.046149,14871451095444.8,0.001818
2019-11-01,"Consumer Price Index","Fighter",0.941521,171535368543.89,-0.000026
2019-11-01,"Consumer Price Index","Ice Products",0.944303,7538128799439.26,-0.001112
2019-11-01,"Consumer Price Index","Implant",1.037247,5928185816626.55,0.000585
2019-11-01,"Consumer Price Index","Implants",1.078315,20234817116083.1,0.004198
2019-11-01,"Consumer Price Index","Insignias",0.99237,2364448874250.19,-0.000047
2019-11-01,"Consumer Price Index","Officer Modules",1.118049,24953750085.4808,0.000007
2019-11-01,"Consumer Price Index","Orbitals",1.059774,101396313977.339,0.000016
2019-11-01,"Consumer Price Index","Planetary Infrastructure",0.910831,42346500458.57,-0.00001
2019-11-01,"Consumer Price Index","POS Fuel",0.978871,3297292429006.9,-0.000184
2019-11-01,"Consumer Price Index","Scripts",1.116704,11972817014.3055,0.000003
2019-11-01,"Consumer Price Index","Security Tags",0.98944,346069648411.403,-0.000009
2019-11-01,"Consumer Price Index","Services",0.993802,6459820912490.77,-0.000106
2019-11-01,"Consumer Price Index","Skills",0.977431,9726108230090.47,-0.000581
2019-11-01,"Consumer Price Index","SKINs",1.022896,2738410898949.05,0.000166
2019-11-01,"Consumer Price Index","Sovereignty Structures",1.000782,115894710635.998,0
2019-11-01,"Consumer Price Index","Starbase structures",1.035847,1646430457943.69,0.000156
2019-11-01,"Consumer Price Index","Structure",0.980308,2229948725397.5,-0.000116
2019-11-01,"Consumer Price Index","Structure Module",1.002419,2346361585757.45,0.000015
2019-11-01,"Consumer Price Index","Subsystem",1.027839,1888177253586.56,0.000139
2019-11-01,"Consumer Price Index","Tech I modules",0.998021,57018769264339.4,-0.000298
2019-11-01,"Consumer Price Index","Tech I Rigs",0.998998,3666628418857.2,-0.000009
2019-11-01,"Consumer Price Index","Tech I ships",1.000437,17067844070458.9,0.000019
2019-11-01,"Consumer Price Index","Tech II modules",1.001091,13783393829558,0.000039
2019-11-01,"Consumer Price Index","Tech II Rigs",0.936669,9785676956861.32,-0.001641
2019-11-01,"Consumer Price Index","Tech II ships",0.979799,18932630756399.1,-0.001013
2019-11-01,"Consumer Price Index","Tech III ships",1.024015,2224050636568.93,0.000141
2019-11-01,"Mineral Price Index","High-End Minerals",0.978101,1901032493604.91,-0.006608
2019-11-01,"Mineral Price Index","Low-End Minerals",0.968557,4398184254836.13,-0.021953
2019-11-01,"Primary Producer Price Index","Advanced Moon Materials",0.961818,5875006193101.85,-0.008772
2019-11-01,"Primary Producer Price Index","Alloys & Compounds",0.223867,72416882.7686,-0.000002
2019-11-01,"Primary Producer Price Index","Asteroid",1.001724,1347249376785.01,0.00009
2019-11-01,"Primary Producer Price Index","Blueprint",0.989997,307228171068.513,-0.00012
2019-11-01,"Primary Producer Price Index","Blueprints",0.966641,11213040125.6371,-0.000014
2019-11-01,"Primary Producer Price Index","Commodity",1.040607,155952695344.854,0.000247
